sample_id,gas_class,concentration,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,sensor_52,sensor_53,sensor_54,sensor_55,sensor_56,sensor_57,sensor_58,sensor_59,sensor_60,sensor_61,sensor_62,sensor_63,sensor_64,sensor_65,sensor_66,sensor_67,sensor_68,sensor_69,sensor_70,sensor_71,sensor_72,sensor_73,sensor_74,sensor_75,sensor_76,sensor_77,sensor_78,sensor_79,sensor_80,sensor_81,sensor_82,sensor_83,sensor_84,sensor_85,sensor_86,sensor_87,sensor_88,sensor_89,sensor_90,sensor_91,sensor_92,sensor_93,sensor_94,sensor_95,sensor_96,sensor_97,sensor_98,sensor_99,sensor_100,sensor_101,sensor_102,sensor_103,sensor_104,sensor_105,sensor_106,sensor_107,sensor_108,sensor_109,sensor_110,sensor_111,sensor_112,sensor_113,sensor_114,sensor_115,sensor_116,sensor_117,sensor_118,sensor_119,sensor_120,sensor_121,sensor_122,sensor_123,sensor_124,sensor_125,sensor_126,sensor_127
60,1,55632.3067,4.95488,11.347662,14.260968,15.487014,-9.900146,-12.163948,-14.639578,49648.9961,4.118076,10.630019,13.62371,14.661721,-8.383213,-10.178254,-13.175817,8303.2334,5.28756,1.684296,2.554805,2.867852,-1.538024,-2.069163,-2.522296,7842.3194,5.174929,1.568771,2.447796,2.896921,-1.457554,-1.966011,-2.531495,2223.9428,3.351815,0.5189,1.026999,1.232284,-0.502485,-0.775566,-1.230534,2547.602,3.466934,0.608996,1.205965,1.500948,-0.580481,-0.897769,-1.334509,9803.8652,6.992865,2.20747,3.913318,4.49783,-2.124441,-3.193412,-3.860025,9890.05,6.900391,2.225266,3.953468,4.464661,-2.1657,-3.217247,-3.788333,46061.3477,3.670637,9.784408,12.465841,13.638719,-7.950955,-9.737776,-11.605662,50239.0137,3.747013,10.401677,13.043541,14.255471,-8.918396,-10.948213,-13.587938,8531.8523,5.436925,1.787606,2.797938,3.193838,-1.625198,-2.187545,-2.939904,6295.1747,5.736403,1.317986,2.069646,2.429941,-1.268698,-1.717998,-2.741922,2616.9794,3.071934,0.675731,1.408209,1.824337,-0.607694,-0.970586,-1.672852,2946.4603,3.194088,0.756222,1.559006,2.141685,-0.665805,-1.042455,-1.408428,9965.2527,7.440194,2.241954,4.171404,4.765478,-2.226855,-3.386053,-4.234714,8724.9287,7.48389,2.005463,3.812939,4.292252,-1.953246,-2.962795,-3.40747
61,1,63178.7256,5.274266,15.209124,21.01847,22.393475,-11.516816,-14.148819,-17.446232,56118.5567,4.429745,14.060631,19.816471,21.009147,-9.682938,-11.909838,-14.9041,9228.7178,5.406693,2.264679,3.695519,4.400777,-1.820259,-2.461753,-3.199082,8640.5664,5.228283,2.135466,3.544749,4.11974,-1.722502,-2.347256,-2.903699,2481.996,3.556027,0.724666,1.411443,1.835317,-0.598848,-0.928472,-1.423417,2825.7924,3.655097,0.847545,1.672008,2.178031,-0.685186,-1.108747,-1.538066,10908.7807,7.016603,3.061647,5.57436,6.239356,-2.509616,-3.741688,-4.299525,10980.098,6.913914,3.112837,5.633937,6.322586,-2.580295,-3.894454,-4.458692,52537.0996,4.008498,13.075188,18.276593,19.684989,-9.232916,-11.243084,-14.898078,57012.0703,4.005998,13.883164,19.042625,20.405922,-10.372803,-12.707557,-16.42957,9392.4472,5.477745,2.426035,4.022445,4.581147,-1.915286,-2.598549,-3.131721,7015.7987,5.882701,1.788511,2.963006,3.384091,-1.494761,-2.032475,-2.377686,2891.8859,3.23787,0.925228,1.98575,2.461421,-0.71358,-1.170681,-1.476022,3244.9199,3.35051,1.030039,2.215319,2.72082,-0.774987,-1.308118,-1.669956,11065.6059,7.344895,3.166593,6.050538,6.823106,-2.639322,-4.096677,-4.82239,9699.801,7.396593,2.824085,5.557516,6.325172,-2.299508,-3.609479,-4.050586
62,1,81660.7881,6.537357,19.966557,29.031241,30.572795,-15.114632,-18.373762,-22.999765,70820.8164,5.299637,18.147456,26.972378,28.880001,-12.451839,-15.140651,-18.93412,11684.3301,6.665315,2.880094,4.805693,5.306634,-2.425291,-3.351163,-4.073176,10964.3845,6.45532,2.716973,4.666912,5.26797,-2.279913,-3.137306,-3.619906,3121.4996,4.289445,0.906273,1.806621,2.300736,-0.770617,-1.215458,-1.497357,3556.7103,4.414589,1.064765,2.171588,2.656842,-0.885002,-1.401411,-1.665292,13829.9173,8.665141,3.926507,7.195989,8.053896,-3.344479,-5.083815,-5.628069,14003.6651,8.616456,3.999281,7.295948,8.166003,-3.426258,-5.285965,-5.893221,67150.2637,4.829925,17.010914,25.07224,26.885228,-12.028844,-14.613835,-20.837188,73798.0215,4.913225,18.321266,26.355708,27.521389,-13.563459,-16.546228,-21.426659,11853.9126,6.740946,3.080466,5.246787,5.854066,-2.518208,-3.456949,-3.908138,8830.7552,7.208306,2.272381,3.822932,4.22189,-1.968254,-2.742932,-3.196705,3616.4717,3.849742,1.154449,2.574775,3.222863,-0.920388,-1.497469,-1.850829,4003.0682,3.940931,1.272278,2.837209,3.48923,-0.989702,-1.593277,-2.012359,14128.8188,9.188651,4.072869,7.878606,8.828639,-3.527376,-5.567693,-6.192183,12229.39,9.069341,3.609675,7.210779,8.198887,-3.041711,-4.789108,-5.249317
63,1,97856.4511,7.59977,23.898146,35.099709,36.594157,-18.16425,-22.030546,-27.517707,83659.3379,6.080138,21.499987,32.511517,34.346358,-14.800712,-18.014044,-22.465887,13733.7515,7.688938,3.334437,5.246727,5.744847,-2.982458,-4.118908,-4.640324,12848.3379,7.424169,3.141789,5.120559,5.622019,-2.783704,-3.867023,-4.315937,3611.1849,4.84258,1.024037,2.021092,2.682575,-0.919074,-1.493215,-1.875763,4125.6093,5.028179,1.20593,2.466232,3.130814,-1.060006,-1.712716,-2.03236,16248.2218,10.045237,4.56203,7.995077,8.989996,-4.090446,-6.333653,-6.865482,16488.0937,10.04617,4.670481,8.19001,9.245535,-4.208907,-6.575075,-7.341582,80028.7402,5.56413,20.217313,30.235591,31.76744,-14.42063,-17.763243,-20.783438,88502.4179,5.703407,22.049351,32.084302,33.715122,-16.282972,-19.864239,-23.669234,13858.351,7.776921,3.552424,5.72865,6.242802,-3.063895,-4.237124,-4.851486,10320.1595,8.279304,2.624275,4.099112,4.580073,-2.39077,-3.337662,-3.904906,4180.8407,4.341185,1.286828,2.978476,3.898015,-1.07839,-1.835438,-2.479006,4589.4502,4.415413,1.410258,3.170284,4.058266,-1.159673,-1.918685,-2.48921,16646.1137,10.695349,4.771188,9.064538,10.376114,-4.325086,-7.044223,-7.790305,14318.0117,10.474455,4.200129,8.316836,9.694426,-3.684988,-5.951758,-6.582119
64,1,111080.3711,8.361269,27.673864,41.865055,43.957286,-20.675893,-25.088294,-30.886767,94132.6464,6.638943,24.582682,38.31625,40.242388,-16.722406,-20.177537,-25.901849,15735.092,8.724981,3.838796,6.141383,7.018248,-3.558402,-4.963502,-5.527225,14642.2782,8.354727,3.603882,5.942658,6.625062,-3.308993,-4.663888,-5.328658,4086.4707,5.411333,1.164608,2.337589,2.964026,-1.071965,-1.736721,-2.231428,4649.6131,5.568024,1.362774,2.789801,3.40922,-1.231412,-2.055232,-2.512225,18580.4769,11.422336,5.286005,9.255927,10.644392,-4.86281,-7.620267,-8.448396,18869.3797,11.368185,5.390005,9.34094,10.547426,-5.023249,-8.055189,-8.695138,90477.9746,6.086007,23.21397,35.855808,37.8613,-16.400516,-19.871576,-24.98591,100355.1699,6.238895,25.538255,38.276551,40.595345,-18.53886,-22.54172,-27.997284,15757.7822,8.71735,4.076233,6.648959,7.462179,-3.6338,-5.123291,-5.562658,11760.9133,9.320433,3.024989,4.90606,5.519363,-2.824239,-3.973276,-4.477281,4710.4,4.78933,1.456975,3.316038,4.182258,-1.259333,-2.185687,-2.686574,5150.1194,4.87062,1.597271,3.650926,4.801193,-1.342056,-2.237995,-2.735599,19120.2793,12.146553,5.527435,10.355442,11.907351,-5.179225,-8.543149,-9.288839,16364.5164,11.895468,4.845916,9.549933,11.099536,-4.366099,-7.102351,-7.678791
65,1,122961.5458,9.055005,30.24511,44.860385,47.289933,-22.859063,-27.590228,-35.38059,103862.9394,7.190765,26.629399,40.805491,42.990641,-18.498312,-22.431712,-29.581667,17765.9466,9.973255,4.144512,6.242148,8.239973,-4.140899,-5.856324,-6.461069,16348.9558,9.411912,3.871378,6.12445,6.901883,-3.828525,-5.509715,-6.029564,4533.5148,6.01893,1.228324,2.509624,3.291015,-1.21689,-1.978259,-2.393429,5118.1621,6.154128,1.434825,3.006759,3.884278,-1.396965,-2.362876,-2.842418,20856.27,13.012835,5.717927,9.634882,11.056874,-5.610937,-8.96251,-10.18352,21046.7367,12.853784,5.81658,9.773515,11.149585,-5.801682,-9.422368,-10.252613,100103.0703,6.601655,25.195492,38.142101,39.98031,-18.187428,-22.090173,-27.065395,111076.4903,6.738074,27.901148,41.155468,43.086525,-20.499399,-24.714157,-32.492612,17534.3511,9.805327,4.364746,6.763873,7.542733,-4.187577,-6.001432,-9.386321,13210.3047,10.596929,3.26198,4.897773,5.749597,-3.246887,-4.628069,-5.171754,5178.4506,5.2508,1.520413,3.656966,4.709138,-1.425683,-2.531879,-2.961229,5689.1207,5.382074,1.658623,3.991172,5.209661,-1.50638,-2.545081,-3.033103,21335.8968,13.697018,6.026086,10.852314,12.949706,-5.991579,-10.114721,-11.079205,18311.8531,13.444671,5.252808,10.056811,11.749914,-5.028192,-8.511002,-9.069165
66,1,134335.6602,9.930837,32.028684,45.997517,47.689701,-24.786661,-29.957324,-39.355513,112102.3437,7.607817,28.073014,42.140285,44.313123,-20.023628,-24.178127,-34.103782,19751.6645,11.005703,4.402535,6.559761,7.417903,-4.731569,-6.784126,-7.600535,18163.4397,10.451444,4.086995,6.668656,7.629116,-4.358543,-6.285146,-7.445537,4967.3808,6.559937,1.267633,2.610155,3.472034,-1.356851,-2.211512,-2.73967,5606.9088,6.705015,1.479225,3.230435,4.154417,-1.553887,-2.595714,-3.704643,23153.4325,14.384325,6.06834,10.038688,11.725667,-6.380879,-10.146609,-11.025642,23399.0468,14.296787,6.185835,10.26007,12.06187,-6.59166,-10.669612,-11.430614,108610.5528,7.029277,26.420363,38.89185,40.691368,-19.712386,-24.671407,-31.624955,121263.1172,7.372064,29.569144,42.005403,43.897092,-22.166165,-26.775677,-43.466449,19447.885,10.882174,4.588982,7.381453,8.271979,-4.76203,-6.906937,-7.341019,14593.6809,11.619788,3.443444,5.220317,6.062414,-3.678626,-5.29943,-5.804188,5675.7299,5.712815,1.550351,3.944736,5.306174,-1.584908,-2.703684,-3.260767,6192.3487,5.796536,1.680148,4.203468,5.556211,-1.675583,-2.781396,-3.263279,23748.5205,15.293061,6.434217,11.033093,12.956703,-6.798222,-11.377273,-12.188136,20278.1239,14.80505,5.573616,10.218323,12.011353,-5.678647,-9.34633,-10.030894
67,1,144813.5088,10.651616,34.435453,50.02397,51.996478,-26.454306,-32.06153,-44.425325,120200.3262,8.101473,30.052394,45.873805,49.747448,-21.261447,-25.721456,-32.503724,21519.4784,11.753438,4.775898,7.082183,8.081888,-5.372163,-7.760485,-8.464346,19806.2844,11.188352,4.424064,7.182184,8.150499,-4.929652,-7.285348,-8.032242,5324.9527,6.906495,1.356428,2.773277,3.645365,-1.50861,-2.622824,-2.814881,6030.3415,7.11752,1.575318,3.440545,4.330891,-1.736542,-2.84576,-3.491954,25217.1569,15.370371,6.609525,10.728306,12.777984,-7.187087,-11.43516,-12.534756,25532.7697,15.303948,6.74476,10.998454,13.246788,-7.444658,-11.970976,-12.797928,116420.5078,7.477046,28.33945,42.147587,44.039463,-20.957902,-25.29191,-33.319278,130653.7188,7.856613,31.784968,45.395753,47.537891,-23.578882,-28.503063,-38.221808,21169.4392,11.622041,4.957243,7.936164,9.226561,-5.383909,-7.970904,-8.822799,15809.2377,12.335559,3.728696,5.645441,6.575968,-4.125868,-6.002629,-6.70881,6100.7589,6.029019,1.644107,4.242111,5.586091,-1.760733,-3.006068,-3.53785,6603.9414,6.076967,1.784271,4.489272,5.958164,-1.858448,-3.127395,-3.75347,26006.6861,16.462307,7.029207,11.750245,13.700863,-7.667368,-12.78201,-13.722094,22047.964,15.787514,6.072797,10.848645,12.824906,-6.35981,-10.545825,-11.450507
68,1,154303.6357,11.055309,36.026587,54.786096,57.109791,-28.273884,-34.406514,-44.09615,127603.58,8.471285,31.412939,50.094263,53.002605,-22.521011,-27.262654,-42.117246,23346.524,12.839364,4.964027,7.465253,8.553694,-5.814086,-8.392036,-9.079863,21381.3641,12.087184,4.586663,7.511041,9.941584,-5.330026,-7.800565,-8.380818,5691.599,7.420483,1.395526,2.84114,3.736082,-1.602142,-2.701174,-3.168852,6425.1182,7.586187,1.620069,3.523301,4.527213,-1.8382,-3.179275,-3.706517,27269.9641,16.743587,6.890975,11.078397,13.166125,-7.773357,-12.687645,-13.717366,27597.5126,16.596762,7.014403,11.439397,13.497552,-8.05409,-13.395071,-14.594673,124035.539,7.845609,29.554616,45.316939,47.777867,-22.307186,-27.208544,-37.285061,139152.834,8.187422,33.136042,48.532976,50.721608,-25.253807,-30.709833,-44.465667,22790.4885,12.531461,5.123659,8.481061,9.446033,-5.789365,-8.505706,-9.493756,17037.9349,13.368134,3.864679,5.955096,7.017081,-4.42071,-6.748695,-6.85747,6505.2073,6.435667,1.676283,4.314051,5.742465,-1.86555,-3.390095,-3.943133,7028.2789,6.480125,1.822475,4.590661,6.066387,-1.953883,-3.421991,-3.940056,28082.6143,17.800739,7.364273,11.867722,13.865376,-8.43389,-14.711935,-15.718348,23783.5347,17.156151,6.33024,10.967984,13.109585,-6.975386,-11.974797,-12.954366
69,1,162940.1739,11.613052,37.761286,58.982007,61.841385,-29.678511,-35.407845,-52.297521,134114.4394,8.841532,32.815164,53.602795,56.248315,-23.572408,-28.419098,-39.831915,25380.7498,13.657728,5.234982,7.912517,9.287504,-6.485618,-9.423932,-10.045044,23223.8412,12.890912,4.815035,7.909114,9.171913,-5.937518,-8.72671,-9.386184,6078.676,7.80527,1.439151,2.967152,3.852319,-1.753724,-3.394571,-3.551357,6869.2467,8.003427,1.668759,3.68582,4.725502,-2.010322,-3.489646,-3.929291,29569.9851,17.782027,7.225288,11.605516,13.902462,-8.632684,-14.128946,-15.176697,29934.1792,17.68933,7.347384,11.915299,14.324356,-8.955347,-14.984411,-16.168408,130640.1835,8.177402,30.783056,48.283228,50.379966,-23.38273,-28.242146,-64.935327,147092.6133,8.578817,34.630766,51.906203,54.128109,-26.41945,-31.663779,-44.202687,24682.4725,13.352816,5.356372,8.717074,10.021644,-6.431888,-9.676609,-10.089837,18409.5914,14.152218,4.047191,6.31925,7.675269,-4.884204,-7.121907,-10.60169,6937.3069,6.742817,1.733784,4.513656,6.011603,-2.034457,-3.709508,-4.162822,7470.4064,6.773513,1.87105,4.787402,6.225236,-2.130729,-3.78315,-4.367933,30479.1158,19.068878,7.725785,12.267278,14.632708,-9.386022,-16.364694,-17.507657,25723.9966,18.18857,6.630316,11.293738,13.371098,-7.732389,-13.291257,-14.36543
70,1,171343.0908,12.271075,38.887817,63.73563,67.291141,-30.665418,-36.740226,-53.696991,140613.0546,9.258342,33.813572,57.490788,60.678055,-24.438807,-29.383683,-42.852735,27362.22,14.280687,5.567762,8.382565,9.666635,-7.168836,-10.416614,-11.317534,24920.6076,13.431157,5.13322,8.288034,9.626606,-6.563941,-9.739061,-10.377084,6466.0902,8.159966,1.514566,3.081416,4.09434,-1.898805,-3.288118,-3.82665,7300.4348,8.380964,1.749549,3.820661,5.107313,-2.19037,-3.833535,-4.606387,31785.2713,18.552758,7.694934,12.122018,14.766519,-9.462412,-15.46722,-16.397751,32188.6241,18.507077,7.827806,12.496154,15.293141,-9.875291,-16.41201,-17.483566,137365.627,8.605025,31.729153,52.121671,57.743374,-24.256618,-29.019641,-37.007257,154634.9199,9.005049,35.566695,56.215014,58.550954,-27.307989,-32.622298,-42.62641,26415.7251,13.890844,5.682757,9.115744,10.453495,-7.090764,-10.560385,-11.461138,19738.1666,14.720669,4.288105,6.693602,8.0345,-5.345339,-7.777229,-8.483217,7367.5916,7.043721,1.807896,4.628206,6.195903,-2.213564,-4.077387,-4.635057,7924.6629,7.065158,1.949868,4.891137,6.587501,-2.295656,-4.101617,-4.601234,32754.3697,19.912308,8.299834,12.589756,15.02551,-10.396438,-18.394933,-19.993825,27599.7341,19.021003,7.080149,11.518957,13.845268,-8.512906,-14.829263,-15.789195
71,1,19215.9336,2.324563,2.745023,3.136561,4.284729,-2.925765,-3.639363,-5.241522,18614.4454,2.197891,2.726622,3.171439,4.148386,-2.6798,-3.260056,-4.659775,3134.8369,2.486725,0.46924,0.589409,1.040735,-0.489796,-0.66235,-1.413927,2972.712,2.433618,0.438159,0.564693,1.082007,-0.463001,-0.632077,-1.167177,884.6679,1.962258,0.147662,0.208011,0.615827,-0.174071,-0.27577,-0.759388,1034.7305,2.023323,0.173112,0.243687,0.721778,-0.202311,-0.318838,-0.686112,3779.6564,3.295864,0.603858,0.779156,1.131203,-0.676065,-0.962059,-1.416524,3831.2082,3.244287,0.608558,0.766559,1.15829,-0.679584,-0.980861,-1.478776,16263.4238,1.94335,2.411942,2.860306,4.054489,-2.483459,-3.048788,-4.789052,16883.0644,1.863592,2.426835,2.865984,4.099995,-2.648239,-3.285097,-5.002822,3262.3042,2.570401,0.497346,0.624985,1.052984,-0.520044,-0.718993,-1.14544,2321.4278,2.67772,0.35159,0.447631,0.873826,-0.399124,-0.559376,-1.385643,1102.9089,1.888276,0.192631,0.336295,0.863948,-0.218996,-0.344407,-0.796802,1248.8002,1.953494,0.21968,0.303785,0.742548,-0.247097,-0.390392,-0.804903,3805.4799,3.498515,0.602327,0.77371,1.110296,-0.685913,-0.984019,-1.418575,3367.2926,3.584571,0.543763,0.689947,1.130029,-0.618514,-0.909417,-1.312658
72,1,32883.002,3.170433,6.095456,7.310294,8.362608,-5.594098,-6.802952,-8.420783,30144.166,2.850458,5.843051,7.109176,8.596317,-4.861143,-5.860124,-7.448155,4908.377,3.020786,0.968947,1.408529,1.852802,-0.87499,-1.177122,-1.637754,4709.8667,2.979676,0.906131,1.343032,1.693271,-0.835099,-1.11358,-1.624033,1356.9656,2.367856,0.315604,0.541848,1.067594,-0.300495,-0.495517,-0.817348,1594.9919,2.45414,0.367339,0.628388,0.960756,-0.349929,-0.566681,-0.87068,5811.7172,3.877487,1.291695,2.064391,2.748249,-1.21284,-1.776057,-2.317024,5953.9243,3.85076,1.301869,2.076134,2.441783,-1.235414,-1.769313,-2.242914,27390.9531,2.554674,5.340686,6.479975,7.575838,-4.59656,-5.557745,-7.819784,29215.6543,2.451388,5.441296,6.553692,7.827768,-5.060147,-6.158622,-8.037795,5105.905,3.123166,1.025189,1.504253,1.992405,-0.924351,-1.237829,-2.238728,3640.8259,3.273488,0.745973,1.120553,1.4611,-0.713793,-0.970164,-1.386475,1663.9276,2.249363,0.410417,0.720576,1.213555,-0.370828,-0.58132,-0.913823,1831.5695,2.291314,0.469942,0.824141,1.700153,-0.411867,-0.734017,-1.139115,5916.8594,4.121612,1.296328,2.142126,2.598238,-1.249604,-1.839064,-2.318213,5142.5443,4.162668,1.178426,1.971182,2.337688,-1.108153,-1.691717,-2.043668
73,1,43266.9629,3.913926,9.398593,12.037683,13.085684,-7.667457,-9.490969,-11.714367,39729.1885,3.477143,8.961925,11.621226,12.822861,-6.596804,-7.99659,-10.860327,6443.9048,3.465936,1.456984,2.24977,2.558698,-1.224018,-1.622567,-2.204065,6005.1624,3.379993,1.374083,2.167292,2.664406,-1.164011,-1.561056,-2.029588,1779.2739,2.699109,0.46635,0.86027,1.165803,-0.409202,-0.631146,-1.014514,2032.1192,2.791889,0.552112,1.094898,1.531278,-0.476585,-0.73246,-1.077391,7659.7092,4.501075,1.953513,3.369086,3.829355,-1.672065,-2.411507,-2.860138,7704.7641,4.459536,1.993815,3.469397,3.884359,-1.733951,-2.523027,-3.068444,36691.5664,3.07802,8.243041,10.647963,12.223264,-6.269857,-7.818096,-10.121054,39036.3476,3.009272,8.559259,10.935934,12.084673,-6.987495,-8.610178,-10.823609,6468.5871,3.541253,1.548471,2.450447,2.856763,-1.285543,-1.748269,-2.304343,4825.6278,3.791361,1.135384,1.814565,2.166354,-0.996665,-1.352169,-1.76913,2090.4169,2.522591,0.608058,1.216678,1.691577,-0.500578,-0.799512,-1.111727,2366.1042,2.583515,0.674886,1.327985,1.670503,-0.543606,-0.832495,-1.268265,7628.1971,4.771589,1.992051,3.644461,4.176038,-1.741176,-2.587968,-3.024172,6786.7918,4.841435,1.793747,3.280349,3.79746,-1.531074,-2.268613,-2.600453
74,1,54414.7696,4.831144,12.243373,16.423155,17.419532,-9.728384,-11.854558,-15.026192,48644.916,4.071631,11.447072,15.527852,16.465166,-8.228419,-10.003228,-12.897086,8107.9414,4.180808,1.880953,2.967592,3.394825,-1.565701,-2.125941,-2.668672,7596.1639,4.093656,1.776889,2.853511,3.242884,-1.485843,-2.013748,-2.490671,2199.3247,3.146971,0.596407,1.110385,1.510262,-0.515024,-0.793251,-2.218555,2515.0896,3.248525,0.707301,1.356001,1.78257,-0.594535,-0.922778,-1.280622,9568.2421,5.465356,2.528007,4.451558,4.944523,-2.159408,-3.11945,-3.609431,9685.3799,5.42354,2.58765,4.549742,5.052955,-2.209313,-3.254284,-3.859463,45432.3965,3.58942,10.595355,14.308173,15.502438,-7.911379,-9.620101,-11.973373,49394.9726,3.629783,11.225188,14.91654,16.049562,-8.862916,-10.860892,-13.803303,8141.9326,4.287146,1.995442,3.229865,3.727741,-1.634502,-2.220137,-2.578541,6033.9867,4.570528,1.463997,2.35993,2.730968,-1.271065,-1.756981,-2.213975,2566.2865,2.887411,0.773829,1.580279,1.977727,-0.61924,-1.001374,-1.319699,2878.8552,2.963889,0.854209,1.710007,2.137663,-0.67537,-1.05048,-1.525155,9624.9581,5.811352,2.598398,4.80127,5.389518,-2.24709,-3.426129,-4.148277,8439.4922,5.835998,2.319454,4.374364,5.010584,-1.969146,-2.974929,-3.525162
75,1,62860.6279,5.524128,16.070974,46.575252,77.460569,-11.315554,-13.877874,-17.468139,55301.5517,4.531901,14.944965,43.622032,72.31056,-9.451577,-11.549513,-13.993662,9102.1209,4.504331,2.669814,5.873641,13.275708,-1.819038,-2.457499,-2.909197,8567.8723,4.429242,2.52681,5.239631,13.046477,-1.719385,-2.330386,-2.864457,2462.8941,3.39317,0.795577,1.591192,4.091797,-0.589076,-0.942313,-1.272607,2822.7934,3.509165,0.922125,1.86291,4.767055,-0.680243,-1.08479,-1.531561,10782.2339,5.930488,3.606641,7.45837,19.947372,-2.506376,-3.723689,-4.338853,10973.3067,5.89769,3.674139,7.529486,20.232931,-2.582101,-3.885789,-4.632775,52149.9766,4.035748,13.831617,40.372725,67.735536,-9.139896,-11.104365,-14.493189,57188.666,4.10502,14.818256,41.941374,70.628442,-10.287012,-12.545419,-15.383135,9180.9277,4.637522,2.836952,5.835976,14.700172,-1.890504,-2.576737,-3.058719,6772.8286,4.935538,2.091399,4.320912,10.609921,-1.468089,-2.011029,-2.366842,2870.6374,3.097308,0.950282,2.002075,2.397687,-0.703522,-1.155167,-1.590141,3185.4336,3.163865,1.05795,2.202767,2.694303,-0.764017,-1.229692,-1.688827,10913.5276,6.333783,3.596842,7.085891,18.239489,-2.618283,-4.068376,-4.687308,9494.2041,6.324904,3.175883,6.436515,6.187486,-2.269159,-3.503548,-4.476429
76,1,80987.746,6.935599,19.517198,28.061068,29.728206,-14.897201,-18.187284,-22.533486,69879.5127,5.46294,17.831937,26.188021,27.50592,-12.221828,-14.811561,-18.374025,11856.1267,5.403587,2.907516,4.694385,5.229959,-2.47839,-3.360951,-4.458411,11093.4617,5.3164,2.739015,4.600703,5.212279,-2.341216,-3.19256,-3.638242,3142.9895,4.022581,0.897383,1.804893,2.140253,-0.77218,-1.221405,-1.592017,3597.5219,4.197817,1.062041,2.191638,2.693402,-0.893442,-1.436739,-1.87236,14035.7366,7.173578,3.975083,7.202722,8.051998,-3.396818,-5.084674,-6.713514,14284.9314,7.22068,4.07533,7.430654,8.184775,-3.524663,-5.363292,-6.057381,66880.1953,4.909322,16.84553,24.492238,25.890725,-11.983341,-14.612385,-17.478214,73942.5742,5.12371,18.211188,25.922086,28.079039,-13.510804,-16.81813,-20.224049,11815.2651,5.555236,3.066404,5.15462,5.750316,-2.553703,-3.512756,-3.989283,8772.4657,5.905183,2.265198,3.71319,4.542982,-1.978636,-2.705119,-3.158758,3630.8153,3.656782,1.136325,2.589676,3.291366,-0.913349,-1.533752,-1.942859,4003.0966,3.689906,1.240304,2.753879,3.29968,-0.978544,-1.576164,-1.980979,14184.5544,7.769246,4.109286,8.038015,9.106136,-3.565275,-5.637375,-6.407169,12278.6147,7.638646,3.637371,7.259493,8.262167,-3.050804,-4.786593,-5.172393
77,1,96036.2949,8.006651,23.682944,34.966219,36.889724,-17.751206,-21.494825,-25.532179,82189.7266,6.405766,21.445736,32.554713,34.085341,-14.403551,-17.32647,-21.052087,14768.5989,6.611514,3.624372,5.8722,6.38109,-3.220901,-4.414435,-5.198676,13788.8767,6.429668,3.411673,5.681191,6.253873,-3.003047,-4.154938,-4.777164,3810.3436,4.667867,1.100277,2.234421,2.698322,-0.968746,-1.540818,-2.121905,4339.8062,4.802398,1.288814,2.634541,3.601399,-1.110938,-1.78233,-2.159066,17408.7493,8.783556,4.984293,8.903882,10.741211,-4.389578,-6.710807,-8.478123,17730.0635,8.740838,5.092144,9.054402,10.354323,-4.539614,-7.056682,-7.789281,79445.7402,5.75583,20.453685,30.787021,32.319115,-14.257717,-17.341567,-22.399706,87602.5781,5.833131,22.139486,32.345545,34.210021,-16.098388,-19.603411,-31.398825,14633.1211,6.702788,3.818025,6.355238,7.094731,-3.263336,-4.531681,-5.253622,10839.4536,7.186536,2.823927,4.594725,5.2889,-2.527937,-3.502988,-4.065694,4356.4119,4.136465,1.368267,3.117056,3.862742,-1.12736,-1.880453,-2.338935,4789.9126,4.206572,1.507214,3.415797,4.22215,-1.210455,-1.999626,-2.388041,17670.572,9.427121,5.163139,9.937149,11.181181,-4.607111,-7.393404,-7.944628,15137.0765,9.269818,4.546974,9.029301,10.346837,-3.908493,-6.225155,-6.907107
